	shape	surface	color	target
905	flat	smooth	brown	poisonous
906	convex	fibrous	gray	edible
907	flat	scaly	brown	poisonous
908	convex	smooth	brown	poisonous
909	bell	smooth	white	edible
910	convex	fibrous	gray	edible
911	convex	smooth	white	edible
912	flat	fibrous	gray	edible
913	convex	smooth	gray	edible
914	convex	smooth	white	edible
915	convex	smooth	white	edible
916	convex	scaly	gray	edible
917	flat	fibrous	brown	edible
918	convex	smooth	white	edible
919	flat	fibrous	brown	edible
920	convex	smooth	brown	edible
921	convex	scaly	yellow	edible
922	convex	smooth	yellow	edible
923	flat	fibrous	white	edible
924	convex	smooth	brown	edible
925	convex	smooth	gray	edible
926	convex	scaly	brown	poisonous
927	convex	fibrous	gray	edible
928	bell	smooth	white	edible
929	convex	smooth	gray	edible
930	flat	fibrous	gray	edible
931	flat	smooth	brown	poisonous
932	convex	smooth	yellow	edible
933	convex	fibrous	brown	edible
934	flat	smooth	white	edible
935	convex	scaly	yellow	edible
936	convex	fibrous	brown	edible
937	flat	smooth	gray	edible
938	convex	scaly	red	edible
939	bell	scaly	yellow	edible
940	convex	fibrous	white	edible
941	convex	smooth	white	poisonous
942	convex	fibrous	gray	edible
943	flat	fibrous	gray	edible
944	flat	fibrous	brown	edible
945	flat	fibrous	white	edible
946	bell	scaly	white	edible
947	flat	fibrous	brown	edible
948	flat	scaly	brown	poisonous
949	convex	scaly	white	poisonous
950	bell	smooth	yellow	edible
951	flat	smooth	gray	edible
952	convex	fibrous	gray	edible
953	flat	fibrous	brown	edible
954	bell	smooth	white	edible
955	convex	smooth	white	poisonous
956	convex	scaly	brown	edible
957	flat	fibrous	white	edible
958	convex	scaly	yellow	edible
959	convex	fibrous	brown	edible
960	flat	fibrous	white	edible
961	convex	fibrous	brown	edible
962	convex	fibrous	brown	edible
963	flat	smooth	gray	edible
964	flat	smooth	gray	edible
965	flat	smooth	brown	poisonous
966	convex	fibrous	brown	edible
967	convex	smooth	brown	edible
968	convex	fibrous	white	edible
969	flat	fibrous	brown	edible
970	convex	fibrous	brown	edible
971	flat	fibrous	brown	edible
972	convex	fibrous	gray	edible
973	flat	fibrous	brown	edible
974	convex	smooth	gray	edible
975	bell	scaly	white	edible
976	convex	fibrous	brown	edible
977	convex	scaly	yellow	edible
978	flat	fibrous	gray	edible
979	flat	fibrous	brown	edible
980	convex	smooth	yellow	edible
981	flat	fibrous	gray	edible
982	convex	fibrous	brown	edible
983	convex	smooth	white	poisonous
984	convex	fibrous	white	edible
985	flat	fibrous	white	edible
986	convex	smooth	white	edible
987	convex	smooth	gray	edible
988	convex	scaly	yellow	edible
989	convex	smooth	yellow	edible
990	convex	smooth	gray	edible
991	convex	smooth	brown	edible
992	flat	fibrous	brown	edible
993	flat	smooth	white	edible
994	flat	smooth	white	edible
995	convex	scaly	yellow	edible
996	flat	smooth	white	edible
997	bell	smooth	white	edible
998	flat	scaly	white	poisonous
999	convex	fibrous	gray	edible
1000	flat	scaly	brown	edible
1001	flat	smooth	brown	edible
1002	convex	smooth	white	poisonous
1003	convex	scaly	brown	edible
1004	convex	smooth	gray	edible
1005	convex	smooth	white	edible
1006	flat	fibrous	white	edible
1007	convex	fibrous	brown	edible
1008	convex	smooth	white	edible
1009	convex	scaly	white	edible
1010	convex	smooth	white	edible
1011	flat	scaly	yellow	edible
1012	flat	smooth	brown	edible
1013	flat	fibrous	gray	edible
1014	flat	fibrous	yellow	edible
1015	flat	scaly	brown	edible
1016	convex	fibrous	brown	edible
1017	flat	smooth	brown	poisonous
1018	convex	fibrous	brown	edible
1019	flat	fibrous	brown	edible
1020	bell	smooth	yellow	edible
1021	bell	scaly	white	edible
1022	convex	scaly	white	edible
1023	flat	scaly	white	poisonous
1024	flat	scaly	white	poisonous
1025	convex	fibrous	brown	edible
1026	flat	smooth	yellow	edible
1027	convex	scaly	yellow	edible
1028	convex	smooth	white	edible
1029	convex	fibrous	gray	edible
1030	convex	scaly	brown	poisonous
1031	convex	fibrous	gray	edible
1032	flat	fibrous	brown	edible
1033	convex	smooth	white	edible
1034	flat	fibrous	white	edible
1035	convex	scaly	yellow	edible
1036	flat	fibrous	yellow	edible
1037	convex	fibrous	gray	edible
1038	convex	smooth	brown	poisonous
1039	convex	scaly	yellow	edible
1040	flat	scaly	brown	edible
1041	convex	fibrous	white	edible
1042	convex	scaly	brown	edible
1043	convex	smooth	gray	edible
1044	convex	smooth	white	edible
1045	convex	fibrous	gray	edible
1046	flat	scaly	brown	poisonous
1047	convex	fibrous	brown	edible
1048	convex	fibrous	gray	edible
1049	convex	fibrous	red	edible
1050	convex	fibrous	brown	edible
1051	convex	fibrous	gray	edible
1052	convex	scaly	yellow	edible
1053	convex	fibrous	brown	edible
1054	bell	smooth	yellow	edible
1055	convex	fibrous	white	edible
1056	flat	smooth	gray	edible
1057	convex	scaly	yellow	edible
1058	convex	fibrous	brown	edible
1059	flat	smooth	white	edible
1060	convex	smooth	yellow	edible
1061	convex	smooth	gray	edible
1062	convex	fibrous	gray	edible
1063	flat	scaly	white	poisonous
1064	flat	fibrous	yellow	edible
1065	convex	scaly	white	edible
1066	flat	fibrous	white	edible
1067	convex	fibrous	brown	edible
1068	convex	scaly	brown	edible
1069	convex	smooth	white	edible
1070	flat	scaly	white	poisonous
1071	convex	smooth	yellow	edible
1072	convex	fibrous	gray	edible
1073	flat	scaly	yellow	edible
1074	flat	smooth	gray	edible
1075	flat	fibrous	brown	edible
1076	flat	scaly	white	poisonous
1077	flat	fibrous	gray	edible
1078	convex	scaly	brown	edible
1079	flat	fibrous	white	edible
1080	flat	scaly	brown	poisonous
1081	bell	smooth	yellow	edible
1082	flat	fibrous	gray	edible
1083	bell	smooth	white	edible
1084	flat	fibrous	gray	edible
1085	bell	scaly	white	edible
1086	convex	scaly	white	edible
1087	flat	scaly	brown	poisonous
1088	convex	scaly	yellow	edible
1089	sunken	fibrous	brown	edible
1090	convex	scaly	brown	edible
1091	flat	fibrous	gray	edible
1092	flat	fibrous	yellow	edible
1093	convex	smooth	gray	edible
1094	flat	scaly	brown	poisonous
1095	convex	fibrous	gray	edible
1096	convex	smooth	gray	edible
1097	convex	fibrous	gray	edible
1098	convex	scaly	brown	poisonous
1099	convex	fibrous	brown	edible
1100	flat	smooth	white	edible
1101	convex	fibrous	gray	edible
1102	convex	scaly	brown	poisonous
1103	flat	fibrous	brown	edible
1104	flat	smooth	white	edible
1105	convex	scaly	white	poisonous
1106	flat	fibrous	gray	edible
1107	bell	scaly	yellow	edible
1108	convex	smooth	brown	edible
1109	flat	fibrous	brown	edible
1110	flat	smooth	white	poisonous
1111	convex	scaly	brown	edible
1112	flat	fibrous	white	edible
1113	flat	scaly	brown	edible
1114	flat	fibrous	gray	edible
1115	flat	fibrous	gray	edible
1116	flat	smooth	gray	edible
1117	flat	fibrous	brown	edible
1118	convex	smooth	gray	edible
1119	convex	fibrous	white	edible
1120	flat	fibrous	white	edible
1121	convex	smooth	brown	edible
1122	convex	fibrous	brown	edible
1123	flat	smooth	yellow	edible
1124	convex	fibrous	white	edible
1125	flat	smooth	white	edible
1126	bell	smooth	yellow	edible
1127	convex	fibrous	white	edible
1128	convex	fibrous	gray	edible
1129	flat	smooth	brown	poisonous
1130	convex	fibrous	gray	edible
1131	convex	smooth	brown	poisonous
1132	flat	smooth	white	edible
1133	convex	scaly	white	edible
1134	convex	fibrous	brown	edible
1135	convex	fibrous	brown	edible
1136	bell	scaly	yellow	edible
1137	flat	fibrous	white	edible
1138	convex	smooth	brown	edible
1139	flat	fibrous	white	edible
1140	convex	fibrous	brown	edible
1141	flat	fibrous	white	edible
1142	convex	smooth	white	edible
1143	convex	smooth	brown	edible
1144	convex	fibrous	white	edible
1145	flat	smooth	gray	edible
1146	convex	fibrous	gray	edible
1147	convex	fibrous	gray	edible
1148	flat	smooth	brown	edible
1149	flat	smooth	white	edible
1150	flat	scaly	brown	edible
1151	convex	scaly	white	poisonous
1152	flat	smooth	gray	edible
1153	convex	scaly	white	poisonous
1154	bell	scaly	white	edible
1155	convex	smooth	gray	edible
1156	flat	fibrous	gray	edible
1157	flat	fibrous	white	edible
1158	flat	smooth	gray	edible
1159	bell	scaly	white	edible
1160	convex	fibrous	gray	edible
1161	convex	fibrous	red	edible
1162	convex	scaly	yellow	edible
1163	convex	smooth	white	edible
1164	bell	smooth	white	edible
1165	convex	smooth	brown	poisonous
1166	convex	fibrous	brown	edible
1167	flat	smooth	brown	edible
1168	bell	smooth	white	edible
1169	convex	smooth	gray	edible
1170	convex	fibrous	brown	edible
1171	flat	fibrous	white	edible
1172	convex	fibrous	brown	edible
1173	convex	fibrous	gray	edible
1174	convex	fibrous	gray	edible
1175	bell	scaly	yellow	edible
1176	flat	fibrous	brown	edible
1177	convex	fibrous	white	edible
1178	flat	scaly	brown	edible
1179	convex	scaly	brown	edible
1180	convex	scaly	yellow	edible
1181	flat	fibrous	gray	edible
1182	convex	scaly	white	edible
1183	convex	scaly	white	edible
1184	flat	smooth	white	edible
1185	flat	smooth	gray	edible
1186	flat	smooth	brown	poisonous
1187	convex	scaly	yellow	edible
1188	convex	fibrous	brown	edible
1189	convex	fibrous	white	edible
1190	convex	smooth	yellow	edible
1191	convex	fibrous	red	edible
1192	flat	scaly	brown	edible
1193	bell	smooth	white	edible
1194	convex	smooth	brown	poisonous
1195	convex	fibrous	gray	edible
1196	bell	scaly	white	edible
1197	convex	smooth	white	edible
1198	bell	scaly	yellow	edible
1199	convex	scaly	white	edible
1200	convex	smooth	yellow	edible
1201	bell	smooth	white	edible
1202	flat	smooth	brown	edible
1203	flat	smooth	white	poisonous
1204	flat	smooth	brown	edible
1205	flat	fibrous	brown	edible
1206	flat	scaly	white	poisonous
1207	flat	smooth	white	edible
1208	convex	fibrous	white	edible
1209	convex	smooth	brown	edible
1210	flat	smooth	brown	edible
1211	flat	scaly	yellow	edible
1212	convex	fibrous	gray	edible
1213	convex	fibrous	brown	edible
1214	flat	smooth	brown	poisonous
1215	convex	smooth	white	edible
1216	flat	fibrous	brown	edible
1217	flat	fibrous	white	edible
1218	flat	fibrous	white	edible
1219	convex	scaly	yellow	edible
1220	convex	smooth	gray	edible
1221	convex	fibrous	gray	edible
1222	flat	fibrous	brown	edible
1223	flat	smooth	brown	edible
1224	convex	fibrous	white	edible
1225	convex	scaly	red	edible
1226	convex	fibrous	brown	edible
1227	convex	smooth	white	poisonous
1228	convex	scaly	brown	edible
1229	convex	fibrous	brown	edible
1230	flat	scaly	white	poisonous
1231	flat	fibrous	gray	edible
1232	convex	fibrous	white	edible
1233	flat	smooth	brown	edible
1234	flat	fibrous	gray	edible
1235	flat	smooth	gray	edible
1236	flat	fibrous	gray	edible
1237	convex	smooth	gray	edible
1238	convex	smooth	brown	edible
1239	flat	smooth	white	poisonous
1240	convex	smooth	gray	edible
1241	convex	smooth	white	poisonous
1242	flat	smooth	white	poisonous
1243	flat	smooth	brown	edible
1244	convex	fibrous	gray	edible
1245	flat	smooth	gray	edible
1246	convex	smooth	gray	edible
1247	flat	fibrous	gray	edible
1248	flat	fibrous	gray	edible
1249	convex	scaly	gray	edible
1250	convex	fibrous	brown	edible
1251	flat	smooth	white	edible
1252	flat	scaly	white	poisonous
1253	flat	scaly	brown	poisonous
1254	convex	smooth	white	edible
1255	flat	smooth	brown	poisonous
1256	flat	fibrous	brown	edible
1257	flat	smooth	white	edible
1258	flat	smooth	brown	poisonous
1259	flat	scaly	white	poisonous
1260	flat	scaly	brown	poisonous
1261	flat	smooth	white	poisonous
1262	convex	smooth	white	edible
1263	convex	fibrous	brown	edible
1264	flat	smooth	white	edible
1265	flat	fibrous	gray	edible
1266	flat	scaly	brown	poisonous
1267	convex	smooth	white	edible
1268	convex	scaly	red	edible
1269	flat	smooth	gray	edible
1270	convex	smooth	white	edible
1271	flat	smooth	white	poisonous
1272	flat	fibrous	brown	edible
1273	convex	fibrous	white	edible
1274	flat	smooth	white	poisonous
1275	convex	fibrous	brown	edible
1276	flat	fibrous	white	edible
1277	convex	smooth	white	edible
1278	flat	smooth	white	edible
1279	bell	scaly	yellow	edible
1280	convex	smooth	gray	edible
1281	convex	fibrous	white	edible
1282	convex	smooth	brown	edible
1283	convex	fibrous	brown	edible
1284	flat	fibrous	gray	edible
1285	convex	scaly	brown	poisonous
1286	flat	smooth	gray	edible
1287	convex	fibrous	brown	edible
1288	flat	smooth	white	edible
1289	convex	fibrous	brown	edible
1290	convex	fibrous	gray	edible
1291	convex	fibrous	white	edible
1292	flat	smooth	white	poisonous
1293	flat	smooth	white	poisonous
1294	convex	smooth	gray	edible
1295	convex	fibrous	brown	edible
1296	convex	smooth	gray	edible
1297	convex	scaly	yellow	edible
1298	flat	smooth	white	edible
1299	convex	smooth	white	edible
1300	convex	fibrous	gray	edible
1301	flat	smooth	white	edible
1302	convex	fibrous	brown	edible
1303	flat	smooth	gray	edible
1304	flat	smooth	gray	edible
1305	flat	fibrous	brown	edible
1306	flat	smooth	white	edible
1307	flat	smooth	white	edible
1308	flat	smooth	gray	edible
1309	flat	fibrous	white	edible
1310	flat	smooth	brown	edible
1311	flat	smooth	white	poisonous
1312	convex	fibrous	gray	edible
1313	bell	scaly	yellow	edible
1314	flat	fibrous	brown	edible
1315	flat	smooth	gray	edible
1316	convex	fibrous	brown	edible
1317	bell	smooth	yellow	edible
1318	convex	smooth	white	edible
1319	flat	fibrous	brown	edible
1320	convex	smooth	white	poisonous
1321	flat	fibrous	white	edible
1322	flat	scaly	white	poisonous
1323	convex	smooth	brown	edible
1324	flat	smooth	brown	edible
1325	bell	smooth	yellow	edible
1326	flat	smooth	gray	edible
1327	convex	smooth	gray	edible
1328	flat	fibrous	gray	edible
1329	convex	fibrous	gray	edible
1330	flat	smooth	white	edible
1331	flat	smooth	brown	poisonous
1332	flat	fibrous	gray	edible
1333	flat	smooth	white	edible
1334	convex	fibrous	brown	edible
1335	convex	smooth	brown	edible
1336	convex	fibrous	red	edible
1337	convex	scaly	yellow	edible
1338	flat	fibrous	white	edible
1339	convex	smooth	white	edible
1340	flat	fibrous	brown	edible
1341	flat	smooth	white	poisonous
1342	flat	fibrous	gray	edible
1343	flat	smooth	white	edible
1344	flat	fibrous	white	edible
1345	flat	scaly	brown	poisonous
1346	convex	smooth	white	edible
1347	convex	fibrous	brown	edible
1348	convex	scaly	gray	edible
1349	convex	scaly	gray	edible
1350	flat	smooth	brown	edible
1351	flat	smooth	white	edible
1352	flat	smooth	brown	edible
1353	convex	smooth	brown	edible
1354	flat	fibrous	white	edible
1355	convex	fibrous	brown	edible
1356	flat	fibrous	white	edible
1357	flat	fibrous	brown	edible
1358	flat	smooth	white	edible
1359	flat	fibrous	brown	edible
1360	flat	scaly	brown	poisonous
1361	flat	fibrous	white	edible
1362	flat	smooth	white	edible
1363	convex	fibrous	brown	edible
1364	flat	fibrous	white	edible
1365	convex	fibrous	gray	edible
1366	flat	smooth	brown	edible
1367	convex	fibrous	gray	edible
1368	flat	fibrous	white	edible
1369	flat	fibrous	brown	edible
1370	convex	smooth	brown	edible
1371	convex	fibrous	white	edible
1372	bell	smooth	yellow	edible
1373	convex	scaly	brown	poisonous
1374	flat	smooth	brown	poisonous
1375	flat	fibrous	white	edible
1376	flat	fibrous	brown	edible
1377	flat	scaly	brown	poisonous
1378	flat	fibrous	brown	edible
1379	convex	smooth	white	poisonous
1380	flat	smooth	brown	edible
1381	flat	scaly	white	poisonous
1382	flat	smooth	brown	edible
1383	flat	smooth	gray	edible
1384	convex	fibrous	gray	edible
1385	flat	fibrous	brown	edible
1386	convex	fibrous	gray	edible
1387	convex	fibrous	brown	edible
1388	convex	fibrous	brown	edible
1389	convex	fibrous	gray	edible
1390	convex	smooth	white	edible
1391	flat	smooth	white	edible
1392	convex	smooth	white	edible
1393	flat	fibrous	gray	edible
1394	convex	fibrous	brown	edible
1395	convex	smooth	white	edible
1396	convex	smooth	brown	edible
1397	flat	smooth	gray	edible
1398	flat	scaly	white	poisonous
1399	flat	smooth	brown	edible
1400	flat	scaly	yellow	edible
1401	convex	fibrous	gray	edible
1402	flat	smooth	gray	edible
1403	convex	smooth	gray	edible
1404	flat	scaly	white	poisonous
1405	convex	smooth	white	edible
1406	convex	smooth	white	edible
1407	flat	smooth	gray	edible
1408	flat	smooth	brown	edible
1409	convex	fibrous	brown	edible
1410	flat	smooth	brown	edible
1411	flat	smooth	brown	edible
1412	convex	fibrous	white	edible
1413	flat	fibrous	white	edible
1414	flat	fibrous	brown	edible
1415	convex	scaly	white	edible
1416	convex	smooth	brown	edible
1417	convex	smooth	gray	edible
1418	flat	smooth	white	edible
1419	convex	smooth	white	poisonous
1420	convex	smooth	white	edible
1421	convex	fibrous	brown	edible
1422	flat	fibrous	gray	edible
1423	convex	smooth	gray	edible
1424	flat	fibrous	brown	edible
1425	flat	smooth	brown	edible
1426	convex	smooth	gray	edible
1427	flat	scaly	brown	edible
1428	flat	scaly	brown	poisonous
1429	convex	smooth	brown	edible
1430	convex	fibrous	brown	edible
1431	flat	scaly	white	poisonous
1432	convex	smooth	white	poisonous
1433	flat	smooth	brown	poisonous
1434	convex	fibrous	brown	edible
1435	bell	scaly	white	edible
1436	flat	scaly	white	poisonous
1437	flat	fibrous	white	edible
1438	convex	smooth	white	edible
1439	convex	fibrous	brown	edible
1440	convex	smooth	brown	edible
1441	flat	fibrous	brown	edible
1442	flat	fibrous	brown	edible
1443	flat	scaly	brown	poisonous
1444	flat	scaly	white	poisonous
1445	convex	smooth	brown	edible
1446	flat	fibrous	gray	edible
1447	convex	fibrous	brown	edible
1448	flat	smooth	gray	edible
1449	flat	fibrous	brown	edible
1450	flat	smooth	brown	poisonous
1451	convex	fibrous	brown	edible
1452	flat	scaly	brown	poisonous
1453	convex	smooth	gray	edible
1454	flat	fibrous	white	edible
1455	convex	smooth	white	edible
1456	convex	fibrous	brown	edible
1457	convex	smooth	brown	edible
1458	flat	smooth	white	poisonous
1459	convex	fibrous	brown	edible
1460	convex	smooth	white	edible
1461	flat	smooth	white	edible
1462	convex	smooth	white	edible
1463	convex	fibrous	brown	edible
1464	convex	scaly	gray	edible
1465	convex	fibrous	brown	edible
